IWOCA;Laurent Mouchard|Thierry Lecroq;https://doi.org/10.1007/978-3-642-45278-9;978-3-642-45277-2;conf/iwoca/2013;2017-05-17;Springer;Lecture Notes in Computer Science;Combinatorial Algorithms - 24th International Workshop, IWOCA 2013, Rouen, France, July 10-12, 2013, Revised Selected Papers;8288;2013.0;France
ICON;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8036;0-7803-7533-5;conf/icon/2002;2017-03-03;IEEE;N/A;Proceedings 10th IEEE International Conference on Networks: Towards Network Superiority, ICON 2002, Singapore, August 27-30, 2002.;N/A;2002.0;Singapore
EUROCRYPT;Alfredo De Santis;https://doi.org/10.1007/BFb0053418|https://www.wikidata.org/entity/Q21843218;3-540-60176-7;conf/eurocrypt/94;2018-11-14;Springer;Lecture Notes in Computer Science;Advances in Cryptology - EUROCRYPT '94, Workshop on the Theory and Application of Cryptographic Techniques, Perugia, Italy, May 9-12, 1994, Proceedings;950;1995.0;Perugia,Italy
nDs;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6064925;978-1-61284-815-0;conf/nds/2011;2018-05-02;IEEE;N/A;7th International Workshop on Multidimensional (nD) Systems, nDS 2011, Poitiers, France, September 5-7, 2011;N/A;2011.0;Poitiers,France
DVS-IS;Panos Markopoulos|Peter Johnson 0001;N/A;N/A;conf/dsvis/1998-2;2019-01-16;Eurographics Association;N/A;Design, Specification and Verification of Interactive Systems'98, Supplementary Proceedings of the Fifth International Eurographics Workshop, June 3-5, 1998, Abingdon, United Kingdom;2;1998.0;United Kingdom
HAIS;André Carlos Ponce Leon Ferreira de Carvalho|Emilio Corchado|Héctor Quintián|Jeng-Shyang Pan|Marios M. Polycarpou|Michal Wozniak;https://doi.org/10.1007/978-3-319-07617-1|https://www.wikidata.org/entity/Q57739448;978-3-319-07616-4;conf/hais/2014;2018-11-14;Springer;Lecture Notes in Computer Science;Hybrid Artificial Intelligence Systems - 9th International Conference, HAIS 2014, Salamanca, Spain, June 11-13, 2014. Proceedings;8480;2014.0;Spain
DBPL;Atsushi Ohori|Catriel Beeri|Dennis E. Shasha;N/A;3-540-19853-9;conf/dbpl/93;2016-08-11;Springer;Workshops in Computing;Database Programming Languages (DBPL-4), Proceedings of the Fourth International Workshop on Database Programming Languages - Object Models and Languages, Manhattan, New York City, USA, 30 August - 1 September 1993;N/A;1994.0;Languages,Manhattan,New York City,USA
N/A;A. L. Dean|E. F. Codd;N/A;N/A;conf/sigmod/71;2018-06-21;ACM;N/A;Proceedings of 1971 ACM-SIGFIDET Workshop on Data Description, Access and Control, San Diego, California, USA, November 11-12, 1971;N/A;1971.0;San Diego,California,USA
INDOCRYPT;Daniel J. Bernstein|Sanjit Chatterjee;https://doi.org/10.1007/978-3-642-25578-6;978-3-642-25577-9;conf/indocrypt/2011;2017-05-19;Springer;Lecture Notes in Computer Science;Progress in Cryptology - INDOCRYPT 2011 - 12th International Conference on Cryptology in India, Chennai, India, December 11-14, 2011. Proceedings;7107;2011.0;India,Chennai,India
AAAI Workshop: Knowledge, Skill, and Behavior Transfer in Autonomous Robots;Eric Eaton|Matteo Leonetti;http://www.aaai.org/Library/Workshops/ws15-09.php;978-1-57735-720-9;conf/aaai/2015robot;2016-11-16;AAAI Press;AAAI Workshops;Knowledge, Skill, and Behavior Transfer in Autonomous Robots, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 25, 2015.;WS-15-09;2015.0;Austin,Texas,USA
HCI (14);Cali M. Fidopiastis|Dylan D. Schmorrow;https://doi.org/10.1007/978-3-319-58628-1;978-3-319-58627-4|978-3-319-58628-1;conf/hci/2017-14;2017-06-28;Springer;Lecture Notes in Computer Science;Augmented Cognition. Neurocognition and Machine Learning - 11th International Conference, AC 2017, Held as Part of HCI International 2017, Vancouver, BC, Canada, July 9-14, 2017, Proceedings, Part I;10284;2017.0;Vancouver,BC,Canada
GeNeMe;Klaus Meißner|Martin Engelien;http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa-139710;3-938863-77-3;conf/geneme/2006;2014-10-31;Technische Universität Dresden;N/A;Gemeinschaften in Neuen Medien (GeNeMe) 2006, Dresden, Gemany, 2006. Tagungsband.;N/A;2006.0;Dresden,Tagungsband
SIGUCCS;Anne Lind|Jane Hesler|Leila C. Lyons;https://doi.org/10.1145/354908;1-58113-229-8;conf/siguccs/2000;2018-11-06;ACM;N/A;Proceedings of the 28th annual ACM SIGUCCS conference on User services: Building the future, Richmond, Virginia, USA, October 29 - November 1, 2000;N/A;2000.0;Richmond,Virginia,USA
MIMI;Henning Müller|Martin Loomes|Richard Comley|Shuqian Luo|Xiaohong W. Gao;https://doi.org/10.1007/978-3-540-79490-5;978-3-540-79489-9;conf/mimi/2007;2017-06-02;Springer;Lecture Notes in Computer Science;Medical Imaging and Informatics, 2nd International Conference, MIMI 2007, Beijing, China, August 14-16, 2007, Revised Selected Papers;4987;2008.0;Beijing,China
ESSCIRC;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8476980;978-1-5386-5404-0;conf/esscirc/2018;2018-10-23;IEEE;N/A;44th IEEE European Solid State Circuits Conference, ESSCIRC 2018, Dresden, Germany, September 3-6, 2018;N/A;2018.0;Dresden,Germany
Recent Issues in Pattern Analysis and Recognition;Gottfried Wolf|Reiner Creutzburg|Stefano Levialdi|Virginio Cantoni;http://www.worldcat.org/oclc/20490841|https://doi.org/10.1007/3-540-51815-0;0-387-51815-0|3-540-51815-0;conf/par/1989;2017-05-19;Springer;Lecture Notes in Computer Science;Recent Issues in Pattern Analysis and Recognition;399;1989.0;N/A
LISA;Paul Evans|Tina Darmohray;N/A;1-880446-73-1;conf/lisa/1995;2018-07-04;USENIX;N/A;Ninth System Administration Conference (LISA '95), September 18-22, 1995, Monterey, California, USA;N/A;1995.0;California,USA
ICDCS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=5158392|http://www.computer.org/csdl/proceedings/icdcs/2009/3659/00/index.html;978-0-7695-3659-0;conf/icdcs/2009;2014-12-11;IEEE Computer Society;N/A;29th IEEE International Conference on Distributed Computing Systems (ICDCS 2009), 22-26 June 2009, Montreal, Québec, Canada;N/A;2009.0;Montreal,Québec,Canada
ICIC (1);De-Shuang Huang|Juan Carlos Figueroa García|Vitoantonio Bevilacqua|Zhongming Zhao;https://doi.org/10.1007/978-3-642-14922-1;978-3-642-14921-4;conf/icic/2010-1;2017-05-23;Springer;Lecture Notes in Computer Science;Advanced Intelligent Computing Theories and Applications, 6th International Conference on Intelligent Computing, ICIC 2010, Changsha, China, August 18-21, 2010. Proceedings;6215;2010.0;ICIC,Changsha,China
COLT;Claudio Gentile|Nader H. Bshouty;https://doi.org/10.1007/978-3-540-72927-3;978-3-540-72925-9;conf/colt/2007;2017-06-02;Springer;Lecture Notes in Computer Science;Learning Theory, 20th Annual Conference on Learning Theory, COLT 2007, San Diego, CA, USA, June 13-15, 2007, Proceedings;4539;2007.0;San Diego,CA, USA
Computational Imaging;Charles A. Bouman|Eric L. Miller|Ilya Pollak;http://proceedings.spiedigitallibrary.org/volume.aspx?volume=6498;978-0-8194-6611-2;conf/cimaging/2007;2016-07-12;SPIE;SPIE Proceedings;Computational Imaging V, San Jose, CA, USA, January 29-31, 2007;6498;2007.0;San Jose,CA,USA
HistoInformatics@DH;Adam Jatowt|Antal van den Bosch|Johannes Preiser-Kappeller|Marten Düring;http://ceur-ws.org/Vol-1632|http://nbn-resolving.de/urn:nbn:de:0074-1632-7;N/A;conf/dihu/2016histoinfo;2016-07-15;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of the 3rd HistoInformatics Workshop on Computational History (HistoInformatics 2016) co-located with Digital Humanities 2016 conference (DH 2016), Krakow, Poland, July 11, 2016.;1632;2016.0;Krakow,Poland
ICCD;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6644329|http://www.computer.org/csdl/proceedings/iccd/2013/2987/00/index.html;978-1-4799-2987-0;conf/iccd/2013;2014-09-22;IEEE Computer Society;N/A;2013 IEEE 31st International Conference on Computer Design, ICCD 2013, Asheville, NC, USA, October 6-9, 2013;N/A;2013.0;ICCD,Asheville,NC,USA
TSP;Karol Molnar|Norbert Herencsar;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6032139;978-1-4577-1410-8;conf/tsp/2011;2011-11-10;IEEE;N/A;34th International Conference on Telecommunications and Signal Processing (TSP 2011), Budapest, Hungary, Aug. 18-20, 2011;N/A;2011.0;Budapest,Hungary
EGOV;Hans Jochen Scholl|Kim Viborg Andersen|Maria Wimmer|Åke Grönlund;https://doi.org/10.1007/11823100;3-540-37686-0;conf/egov/2006;2017-06-02;Springer;Lecture Notes in Computer Science;Electronic Government, 5th International Conference, EGOV 2006, Krakow, Poland, September 4-8, 2006, Proceedings;4084;2006.0;Krakow,Poland
AMEC/TADA;Han La Poutré|Norman M. Sadeh|Onn Shehory|William E. Walsh|Wolfgang Ketter;https://doi.org/10.1007/978-3-642-15237-5;978-3-642-15236-8;conf/amec/2008;2019-01-22;Springer;Lecture Notes in Business Information Processing;Agent-Mediated Electronic Commerce and Trading Agent Design and Analysis - AAMAS Workshop, AMEC 2008, Estoril, Portugal, May 12-16, 2008, and AAAI Workshop, TADA 2008, Chicago, IL, USA, July 14, 2008, Revised Selected Papers;44;2010.0;Estoril,Portugal,Chicago,IL,USA
SLIP;Chung-Kuan Cheng|Sherief Reda;N/A;978-1-60558-576-5;conf/slip/2009;2009-11-23;ACM;N/A;The 11th International Workshop on System-Level Interconnect Prediction (SLIP 2009), San Francisco, CA, USA, July 26-27, 2009, Proceedings;N/A;2009.0;San Francisco,CA, USA
ECCV Workshop on HCI;Michael S. Lew|Nicu Sebe|Thomas S. Huang;https://doi.org/10.1007/b97917;3-540-22012-7;conf/eccv/2004hci;2017-05-30;Springer;Lecture Notes in Computer Science;Computer Vision in Human-Computer Interaction, ECCV 2004 Workshop on HCI, Prague, Czech Republic, May 16, 2004, Proceedings;3058;2004.0;Prague,Czech Republic
ALENEX;Michael Mitzenmacher|Michael T. Goodrich;https://doi.org/10.1137/1.9781611974317;978-1-61197-431-7;conf/alenex/2016;2017-05-19;SIAM;N/A;Proceedings of the Eighteenth Workshop on Algorithm Engineering and Experiments, ALENEX 2016, Arlington, Virginia, USA, January 10, 2016;N/A;2016.0;Arlington,Virginia,USA
IMR;Steven J. Owen;http://imr.sandia.gov/papers/imr9.html;N/A;conf/imr/2000;2015-06-16;N/A;N/A;Proceedings of the 9th International Meshing Roundtable, IMR 2000, New Orleans, Louisiana, USA, October 2-5, 2000;N/A;2000.0;New Orleans,Louisiana,USA
ICDM Workshops;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4063580|http://www.computer.org/csdl/proceedings/icdmw/2006/2702/00/index.html;0-7695-2702-7;conf/icdm/2006w;2014-09-16;IEEE Computer Society;N/A;Workshops Proceedings of the 6th IEEE International Conference on Data Mining (ICDM 2006), 18-22 December 2006, Hong Kong, China;N/A;2006.0;Hong Kong,China
CSCWD;Jean-Paul A. Barthès|Jianming Yong|Junzhou Luo|Liang Gao|Weidong Li 0001|Weiming Shen 0001|Wenfeng Li;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6214739;978-1-4673-1212-7;conf/cscwd/2012;2018-02-14;IEEE;N/A;IEEE 16th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2012, May 23-25, 2012, Wuhan, China;N/A;2012.0;Wuhan,China
ISSEP;Sergei N. Pozdniakov|Valentina Dagiene;https://doi.org/10.1007/978-3-030-02750-6;978-3-030-02749-0|978-3-030-02750-6;conf/issep/2018;2018-10-11;Springer;Lecture Notes in Computer Science;Informatics in Schools. Fundamentals of Computer Science and Software Engineering - 11th International Conference on Informatics in Schools: Situation, Evolution, and Perspectives, ISSEP 2018, St. Petersburg, Russia, October 10-12, 2018, Proceedings;11169;2018.0;St. Petersburg,Russia
ePart;Ann Macintosh|Efthimios Tambouris|Øystein Sæbø;https://doi.org/10.1007/978-3-642-33250-0;978-3-642-33249-4;conf/epart/2012;2017-05-24;Springer;Lecture Notes in Computer Science;Electronic Participation - 4th IFIP WG 8.5 International Conference, ePart 2012, Kristiansand, Norway, September 3-5, 2012. Proceedings;7444;2012.0;Kristiansand,Norway
IPAW;Bertram Ludäscher|Beth Plale;https://doi.org/10.1007/978-3-319-16462-5;978-3-319-16461-8;conf/ipaw/2014;2017-06-04;Springer;Lecture Notes in Computer Science;Provenance and Annotation of Data and Processes - 5th International Provenance and Annotation Workshop, IPAW 2014, Cologne, Germany, June 9-13, 2014. Revised Selected Papers;8628;2015.0;Cologne,Germany
ICNSC;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4238949;1-4244-1076-2;conf/icnsc/2007;2015-06-09;IEEE;N/A;Proceedings of the IEEE International Conference on Networking, Sensing and Control, ICNSC 2007, London, UK, 15-17 April 2007;N/A;2007.0;ICNSC,London,UK
ISMAR;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6661626|http://www.computer.org/csdl/proceedings/ismar/2013/9999/00/index.html;978-1-4799-2869-9;conf/ismar/2013;2015-11-17;IEEE Computer Society;N/A;IEEE International Symposium on Mixed and Augmented Reality, ISMAR 2013, Adelaide, Australia, October 1-4, 2013;N/A;2013.0;Augmented Reality,Adelaide,Australia
DAC;Edwin B. Hassler Jr.;http://dl.acm.org/citation.cfm?id=800139;0-89791-020-6;conf/dac/1980;2017-03-29;ACM/IEEE;N/A;Proceedings of the 17th Design Automation Conference, DAC '80, Minneapolis, Minnesota, USA, June 23-25, 1980;N/A;1980.0;Minneapolis,Minnesota,USA
PerCom Workshops;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4144774|http://www.computer.org/csdl/proceedings/percomw/2007/2788/00/index.html;978-0-7695-2788-8;conf/percom/2007w;2015-11-27;IEEE Computer Society;N/A;Fifth Annual IEEE International Conference on Pervasive Computing and Communications - Workshops (PerCom Workshops 2007), 19-23 March 2007, White Plains, New York, USA;N/A;2007.0;New York,USA
Simulationstechnik;Manuel Goller;https://doi.org/10.1007/978-3-642-68602-3;3-540-11605-2;conf/simulationstechnik/1982;2017-05-23;Springer;Informatik-Fachberichte;Simulationstechnik, 1. Symposium Simulationstechnik, Erlangen, 26.-28. April 1982, Proceedings;56;1982.0;N/A
PARMA-DITAM@HiPEAC;N/A;https://doi.org/10.1145/3029580;978-1-4503-4877-5;conf/hipeac/2017parma;2018-11-06;ACM;N/A;Proceedings of the 8th Workshop and 6th Workshop on Parallel Programming and Run-Time Management Techniques for Many-core Architectures and Design Tools and Architectures for Multicore Embedded Computing Platforms, PARMA-DITAM@HiPEAC 2017, Stockholm, Sweden, January 25, 2017;N/A;2017.0;Multicore,Stockholm,Sweden
UYMS;Ahmet Coskunçay|Altan Koçyigit|Semih Bilgen;http://ceur-ws.org/Vol-1721|http://nbn-resolving.de/urn:nbn:de:0074-1721-3;N/A;conf/uyms/2016;2017-02-07;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of the 10th Turkish National Software Engineering Symposium, UYMS 2016, Canakkale, Turkey, October 24-26, 2016.;1721;2016.0;Turkey
GRID;Heinz Stockinger;http://dl.acm.org/citation.cfm?id=951948|http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8914|http://www.computer.org/csdl/proceedings/grid/2003/2026/00/index.html;0-7695-2026-X;conf/grid/2003;2015-11-24;IEEE Computer Society;N/A;4th International Workshop on Grid Computing (GRID 2003), 17 November 2003, Phoenix, AZ, USA, Proceedings;N/A;2003.0;Phoenix,USA
ANT/MobiWIS;Elhadi M. Shakshuki|Muhammad Younas 0001;http://www.sciencedirect.com/science/journal/18770509/10;N/A;conf/ant/2012;2017-11-09;Elsevier;Procedia Computer Science;Proceedings of the 3rd International Conference on Ambient Systems, Networks and Technologies (ANT 2012), the 9th International Conference on Mobile Web Information Systems (MobiWIS-2012), Niagara Falls, Ontario, Canada, August 27-29, 2012;10;2012.0;Ontario,Canada
PLDI;David S. Wise;http://dl.acm.org/citation.cfm?id=113445;0-89791-428-7;conf/pldi/1991;2012-05-21;ACM;N/A;Proceedings of the ACM SIGPLAN'91 Conference on Programming Language Design and Implementation (PLDI), Toronto, Ontario, Canada, June 26-28, 1991;N/A;1991.0;Toronto,Ontario,Canada
RANLP;Galia Angelova|Kalina Bontcheva|Nicolas Nicolov|Nikolai Nikolov|Ruslan Mitkov;N/A;N/A;conf/ranlp/2009;2014-01-28;RANLP 2009 Organising Committee / ACL;N/A;Recent Advances in Natural Language Processing, RANLP 2009, 14-16 September, 2009, Borovets, Bulgaria;N/A;2009.0;Bulgaria
SIGCSE;Carl Alphonce|Jodi Tims|Michael E. Caspersen|Stephen H. Edwards;http://dl.acm.org/citation.cfm?id=2839509;978-1-4503-3685-7;conf/sigcse/2016;2017-02-01;ACM;N/A;Proceedings of the 47th ACM Technical Symposium on Computing Science Education, Memphis, TN, USA, March 02 - 05, 2016;N/A;2016.0;Memphis,TN,USA
CHES;Axel Y. Poschmann|Benedikt Gierlichs;https://doi.org/10.1007/978-3-662-53140-2|https://www.wikidata.org/entity/Q58461142;978-3-662-53139-6;conf/ches/2016;2018-11-24;Springer;Lecture Notes in Computer Science;Cryptographic Hardware and Embedded Systems - CHES 2016 - 18th International Conference, Santa Barbara, CA, USA, August 17-19, 2016, Proceedings;9813;2016.0;Santa Barbara,CA, USA
SW4SH@ESWC;Alexandre Monnin|Arnaud Zucker|Catherine Faron-Zucker|Isabelle Draelants;http://ceur-ws.org/Vol-1364|http://nbn-resolving.de/urn:nbn:de:0074-1364-4;N/A;conf/esws/2015sw4sh;2016-05-30;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of the First International Workshop Semantic Web for Scientific Heritage at the 12th ESWC 2015 Conference, Portorož, Slovenia, June 1st, 2015.;1364;2015.0;Slovenia
ECSCW;Eija Helena Karsten|Geraldine Fitzpatrick|Kari Kuutti|Kjeld Schmidt|Paul Dourish;N/A;N/A;conf/ecscw/2003;2007-05-16;Springer;N/A;Proceedings of the Eighth European Conference on Computer Supported Cooperative Work, 14-18 September 2003, Helsinki, Finland;N/A;2003.0;Finland
MAED@ACM Multimedia;Concetto Spampinato|Jacco van Ossenbruggen|Vasileios Mezaris;https://doi.org/10.1145/2509896;978-1-4503-2401-4;conf/mm/2013maed;2018-11-06;ACM;N/A;Proceedings of the 2nd ACM international workshop on Multimedia analysis for ecological data, MAED@ACM Multimedia 2013, Barcelona, Spain, October 22, 2013;N/A;2013.0;Barcelona,Spain
GRAPHITE;Alberto Lluch-Lafuente|Anton Wijs|Dragan Bosnacki|Stefan Edelkamp;http://arxiv.org/abs/1407.7671|https://doi.org/10.4204/EPTCS.159|https://www.wikidata.org/entity/Q56496636;N/A;journals/corr/BosnackiELW14;2018-11-14;N/A;EPTCS;Proceedings 3rd Workshop on GRAPH Inspection and Traversal Engineering, GRAPHITE 2014, Grenoble, France, 5th April 2014.;159;2014.0;France
SIROCCO;Enrico Nardelli|Guido Proietti|Michele Flammini|Paul G. Spirakis;N/A;N/A;conf/sirocco/2000;2004-02-05;Carleton Scientific;N/A;SIROCCO 7, Proceedings of the 7th International Colloquium on Structural Information and Communication Complexity, Laquila, Italy, June 20-22, 2000;N/A;2000.0;Laquila,Italy
SIGGRAPH;N/A;https://doi.org/10.1145/563182;N/A;conf/siggraph/1974;2018-11-06;ACM;N/A;Proceedings of the 1st Annual Conference on Computer Graphics and Interactive Techniques, SIGGRAPH 1974, Boulder, Colorado, USA, July 15-17, 1974;N/A;1974.0;Boulder,Colorado,USA
SIGGRAPH Courses;N/A;https://doi.org/10.1145/2614028;978-1-4503-2962-0;conf/siggraph/2014courses;2018-11-06;ACM;N/A;Special Interest Group on Computer Graphics and Interactive Techniques Conference, SIGGRAPH '14, Vancouver, Canada, August 10-14, 2014, Courses;N/A;2014.0;Vancouver,Canada
SIGDOC;Karl L. Smart;https://doi.org/10.1145/263367;0-89791-861-4;conf/sigdoc/1997;2018-11-06;ACM;N/A;The 15th Annual International Conference of Computer Documentation: Crossroads in Communication, SIGDOC 1997, Salt Lake City, Utah, USA, October 19-22, 1997;N/A;1997.0;Salt Lake City,Utah,USA
On-Line Algorithms;Daniel Dominic Sleator|Lyle A. McGeoch;http://dimacs.rutgers.edu/Volumes/Vol07.html;N/A;conf/dimacs/dimacs7;2016-01-13;DIMACS/AMS;DIMACS Series in Discrete Mathematics and Theoretical Computer Science;On-Line Algorithms, Proceedings of a DIMACS Workshop, New Brunswick, New Jersey, USA, February 11-13, 1991;7;1992.0;New Brunswick,New Jersey,USA
Graphics Hardware;Michael C. Doggett|Thomas Ertl|Wolfgang Heidrich;http://diglib.eg.org/handle/10.2312/333|http://dl.acm.org/citation.cfm?id=569046;1-58113-580-7;conf/egh/2002;2015-11-30;The Eurographics Association;N/A;Proceedings of the 2002 ACM SIGGRAPH/EUROGRAPHICS Conference on Graphics Hardware, Saarbrücken, Germany, September 2-3, 2002;N/A;2002.0;Saarbrücken,Germany
UbiMob;Joëlle Coutaz|Sylvain Lecomte;N/A;1-59593-172-4;conf/ubimob/2005;2011-09-21;ACM;ACM International Conference Proceeding Series;Actes des 2èmes journées francophones Mobilité et Ubiquité 2005, UBIMOB'05, 31 mai - 3 juin 2005, Grenoble, France;N/A;2009.0;France
SPSM@CCS;Amiya Bhattacharya|Partha Dasgupta|William Enck|Xuxian Jiang;http://dl.acm.org/citation.cfm?id=2046614;978-1-4503-1000-0;conf/ccs/2011spsm;2014-01-31;ACM;N/A;SPSM'11, Proceedings of the 1st ACM Workshop Security and Privacy in Smartphones and Mobile Devices, Co-located with CCS 2011, October 17, 2011, Chicago, IL, USA;N/A;2011.0;Chicago,IL,USA
MMM;Yi-Ping Phoebe Chen;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=9520|http://www.computer.org/csdl/proceedings/mmm/2005/2164/00/index.html;0-7695-2164-9;conf/mmm/2005;2015-11-30;IEEE Computer Society;N/A;11th International Conference on Multi Media Modeling (MMM 2005), 12-14 January 2005, Melbourne, Australia;N/A;2005.0;Modeling,Melbourne,Australia
BMA;Hermina J. M. Tabachneck-Schijf|Silja Renooij|Suzanne M. Mahoney;http://ceur-ws.org/Vol-406|http://nbn-resolving.de/urn:nbn:de:0074-406-5;N/A;conf/uai/2008bma;2016-05-30;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of the Sixth UAI Bayesian Modelling Applications Workshop Helsinki, Finland, July 9, 2008;406;2008.0;Modelling,Workshop Helsinki,Finland
Symposium on Computer Animation;Demetri Terzopoulos|Ken Anjyo|Petros Faloutsos|Victor B. Zordan;http://diglib.eg.org/handle/10.2312/431|https://doi.org/10.1145/1073368;1-59593-198-8;conf/sca/2005;2018-11-06;ACM;N/A;Proceedings of the 2005 ACM SIGGRAPH/Eurographics Symposium on Computer Animation, SCA 2005, Los Angeles, CA, USA, July 29-31, 2005;N/A;2005.0;Los Angeles,CA,USA
EMSOFT;Jens Palsberg|Luca de Alfaro;N/A;978-1-60558-468-3;conf/emsoft/2008;2008-10-27;ACM;N/A;Proceedings of the 8th ACM & IEEE International conference on Embedded software, EMSOFT 2008, Atlanta, GA, USA, October 19-24, 2008;N/A;2008.0;Atlanta,USA
CIKM;Craig Macdonald|Iadh Ounis|Ian Ruthven;N/A;978-1-4503-0717-8;conf/cikm/2011;2011-11-11;ACM;N/A;Proceedings of the 20th ACM Conference on Information and Knowledge Management, CIKM 2011, Glasgow, United Kingdom, October 24-28, 2011;N/A;2011.0;Glasgow,United Kingdom
PRIB;Alioune Ngom|Enrico Formenti|Jin-Kao Hao|Twan van Laarhoven|Xing-Ming Zhao;https://doi.org/10.1007/978-3-642-39159-0;978-3-642-39158-3;conf/prib/2013;2017-05-26;Springer;Lecture Notes in Computer Science;Pattern Recognition in Bioinformatics - 8th IAPR International Conference, PRIB 2013, Nice, France, June 17-20, 2013. Proceedings;7986;2013.0;Nice,France
IFSA;Bernard De Baets|Okyay Kaynak|Taner Bilgiç;https://doi.org/10.1007/3-540-44967-1;3-540-40383-3;conf/ifsa/2003;2017-05-29;Springer;Lecture Notes in Computer Science;Fuzzy Sets and Systems - IFSA 2003, 10th International Fuzzy Systems Association World Congress, Istanbul, Turkey, June 30 - July 2, 2003, Proceedings;2715;2003.0;Istanbul,Turkey
ECRTS;Robert Davis;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6257104|http://www.computer.org/csdl/proceedings/ecrts/2012/4739/00/index.html;978-1-4673-2032-0;conf/ecrts/2012;2015-02-02;IEEE Computer Society;N/A;24th Euromicro Conference on Real-Time Systems, ECRTS 2012, Pisa, Italy, July 11-13, 2012;N/A;2012.0;Italy
RecSys Challenge;András A. Benczúr|Daniel Kohlsdorf|Fabian Abel|Martha Larson|Róbert Pálovics;https://doi.org/10.1145/2987538;978-1-4503-4801-0;conf/recsys/2016challenge;2018-11-06;ACM;N/A;Proceedings of the 2016 Recommender Systems Challenge, RecSys Challenge 2016, Boston, Massachusetts, USA, September 15, 2016;N/A;2016.0;Boston,Massachusetts,USA
CogSci;Christoph Hölscher|Laura A. Carlson|Thomas F. Shipley;https://mindmodeling.org/cogsci2011/;978-0-9768318-7-7;conf/cogsci/2011;2016-03-08;cognitivesciencesociety.org;N/A;Proceedings of the 33th Annual Meeting of the Cognitive Science Society, CogSci 2011, Boston, Massachusetts, USA, July 20-23, 2011;N/A;2011.0;Boston,Massachusetts,USA
PRIMA;Iyad Rahwan|Sandip Sen|Toshiharu Sugawara|Wayne Wobcke;https://doi.org/10.1007/978-3-642-32729-2;978-3-642-32728-5;conf/prima/2012;2017-05-19;Springer;Lecture Notes in Computer Science;PRIMA 2012: Principles and Practice of Multi-Agent Systems - 15th International Conference, Kuching, Sarawak, Malaysia, September 3-7, 2012. Proceedings;7455;2012.0;Sarawak,Malaysia
ICDSC;Andrea Prati 0001|Richard P. Kleihorst|Senem Velipasalar;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6030109;978-1-4577-1708-6;conf/icdsc/2011;2018-09-29;IEEE;N/A;2011 Fifth ACM/IEEE International Conference on Distributed Smart Cameras, Ghent, Belgium, Aug. 22-25, 2011;N/A;2011.0;Ghent,Belgium
OTM Workshops;Aldo de Moor|Annika Hinze|Antonia Albani|David B. Martin|Emmanuel Stefanakis|Erik Duval|Esteban Zimányi|George Buchanan|Gonzalo Méndez 0001|Hervé Panetto|Jan Humble|Jan L. G. Dietz|Johannes Maria Zaha|Jos Lehmann|Lawrence Cavedon|Ling Feng|Lora Aroyo|María S. Pérez|Monica Scannapieco|Mustafa Jarrar|Peter Spyns|Pilar Herrero|Robert Meersman|Terry A. Halpin|Tharam S. Dillon|Víctor Robles|Zahir Tari;https://doi.org/10.1007/11575863;3-540-29739-1;conf/otm/2005-1;2017-05-30;Springer;Lecture Notes in Computer Science;On the Move to Meaningful Internet Systems 2005: OTM 2005 Workshops, OTM Confederated International Workshops and Posters, AWeSOMe, CAMS, GADA, MIOS+INTEROP, ORM, PhDS, SeBGIS, SWWS, and WOSE 2005, Agia Napa, Cyprus, October 31 - November 4, 2005, Proceedings;3762;2005.0;MIOS+INTEROP,Cyprus
PARA;Jack J. Dongarra|Jerzy Wasniewski|Kaj Madsen;https://doi.org/10.1007/11558958;3-540-29067-2;conf/para/2004;2017-08-21;Springer;Lecture Notes in Computer Science;Applied Parallel Computing, State of the Art in Scientific Computing, 7th International Workshop, PARA 2004, Lyngby, Denmark, June 20-23, 2004, Revised Selected Papers;3732;2006.0;Denmark
